ts_code,name,trade_date,q,a,pub_time,code6
300503.SZ,昊志机电,20241124,财报显示贵公司机器人核心部件销售额占比极小，几年时间未能形成大规模销售，是否技术不行？请问是何原因？,尊敬的投资者，您好，（1）公司谐波减速器具有高精度、使用寿命长、体积小、重量轻、传动平稳、承载力大、扭动刚性大、振动小、耐冲击等特点，产品的精度及寿命能够与世界一流品牌竞争；（2）公司正在研发的RV减速器，是一款主轴承内置型摆线针轮减速器，具有运转稳定，传动精度高，传动效率高等特点；（3）公司开发的六维度力钜传感器具有以下特点：①世界级的力控精度≤0.1Nm；②温度自补偿，蠕变小；③18或24位A/D转换，采样率高达1KHz；④通信协议：Ethercat、以太网、CAN、R485等多种选择；⑤卡尔曼和巴特沃双重滤波算法，力/力矩输出更平顺；⑥6通道模拟信号输入，低噪声仪表放大；（4）公司瑞士公司的伺服电机具有高可靠性、坚固性、热效率和高防水性的特点，同时，其模块化结构、超低维护，优良的转矩与合适的惯量比，使系列电机具有极高的加速能力；（5）公司瑞士公司的伺服驱动具有：①XtrapulsPac 可以轻松配置为各种模式的独立控制器；②可作为现场总线从站，构建完全基于驱动的分布式运动控制系统；③支持多编码器反馈接口（旋转变压器，增量式编码器sin/cos编码器，Endat，Hiperface等）。④具有灵活性，紧凑体积（150*140*70），无风扇设计。公司将将充分利用自身的研发优势，加大研发力度，增强公司的技术储备和技术创新能力，不断提升公司机器人相关产品的市场竞争力。谢谢关注。,2024-12-10 16:13:46,300503
300503.SZ,昊志机电,20241124,请贵公司详细介绍哪些产品供应半导体，具体哪些企业,尊敬的投资者，您好，公司的划片机主轴、高精度磨外圆电主轴、气浮超精密晶圆研磨电主轴、晶圆精密倒角用电主轴、晶圆超精密检测空气静压转台以及伺服驱动器和直驱电机等产品，可为客户提供半导体等领域核心功能部件解决方案，公司上述产品已形成销售，公司具体经营情况请关注公司在指定媒体披露的定期报告。感谢您的关注。,2024-12-10 16:13:23,300503
300503.SZ,昊志机电,20241120,请问贵公司，有什么产品可用于人形机器人？,尊敬的投资者，您好，公司谐波减速器、无框力矩电机和编码器等产品可应用于人形机器人。截至目前，公司上述产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，谢谢关注。,2024-12-10 16:10:59,300503
300503.SZ,昊志机电,20241120,请问贵公司的减速器产品是否已经大规模量产供应市场？？,尊敬的投资者，您好，经过多年的研究和积累，公司已经拥有完整的、完全自主的谐波减速器的设计、制造和测试技术，可独立减速器产品的研发、制造和销售。目前我司已经先后攻克了齿形设计、凸轮廓设计、齿轮表面处理等关键技术，并形成了14至50型号的减速器，速比涵盖30-160。公司的产品性能方面：精度高出行业标准20%以上，刚性高出行业标准10%以上。同时，公司通过不断研究在双波减速器的基础上，我司自主研发出性能显著提升的三波谐波减速器。相较于双波减速器，其振动降低了50%，传动精度提升了20%。目前公司谐波减速器已形成批量销售，谢谢关注。,2024-12-10 16:12:39,300503
300503.SZ,昊志机电,20241120,目前各大公司跑步进场机器人赛道，贵公司是否有考虑和华为合作开发机器人，参考华为对于智驾取得的巨大成功，祝贵公司蒸蒸日上！,尊敬的投资者，您好，非常感谢您的建议，谢谢关注。,2024-12-10 16:12:01,300503
300503.SZ,昊志机电,20241120,你好，公司是否有机器人业务？,尊敬的投资者，您好，公司目前在机器人领域的产品涵盖谐波减速器、无框力钜电机、驱动器、控制系统、六维度力钜传感器、刹车机构、编码器、电磁快换模块、关节模组、末端执行机构以及RV减速器等机器人领域核心部件。谢谢关注。,2024-12-10 16:11:36,300503
300503.SZ,昊志机电,20241112,你好。贵公司有好几个标准未能达到国九条标准，会不会在下一个年度被st？,尊敬的投资者，您好！根据《深圳证券交易所创业板股票上市规则》的相关规定，公司目前不存在被实施退市风险警示（*ST）和其他风险警示（ST）的情形。公司将持续做好经营管理工作，为股东创造更多价值。感谢您的关注！,2024-12-10 16:07:38,300503
300503.SZ,昊志机电,20241108,你好，随着人形机器人产业发展如火如荼，公司是否已经产生相关订单落地，谢谢。,尊敬的投资者，您好，公司产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，谢谢关注。,2024-12-10 16:06:29,300503
300503.SZ,昊志机电,20241107,"董秘晚上好,查相关资讯后,发现咋公司的谐波减速器等产品已应用于特斯拉的人形机器人项目,能具体说说和特斯拉合作中都具体有那些项目吗?谢谢",尊敬的投资者，您好，公司目前没有与特斯拉形成合作，公司相关业务信息请以公司在指定信息披露媒体披露的公告、公司官网公布信息为准，谢谢。,2024-12-10 15:58:01,300503
300503.SZ,昊志机电,20241107,请问贵公司国外子公司产品为什么进不去一线大厂？,"尊敬的投资者，您好，公司瑞士infranor集团在瑞士、德国、法国、西班牙、意大利、美国、英国等国家均设有子公司，并且在众多新兴市场国家拥有合作伙伴，截止2024年9月，Infranor集团生产的运动控制产品（伺服驱动、伺服电机、运动控制器）实现销售收入23,473.79万元，谢谢关注。",2024-12-10 15:57:44,300503
300503.SZ,昊志机电,20241107,请问Infranor集团跟特斯拉有无形成合作？,尊敬的投资者，您好，公司瑞士infranor集团目前没有与特斯拉形成合作，谢谢。,2024-12-10 15:57:15,300503
300503.SZ,昊志机电,20241106,您好，贵公司有没有产品应用到军工装备上？,尊敬的投资者，您好，感谢您的关注，公司具体业务开展以及经营情况请关注公司在指定媒体披露的定期报告，谢谢。,2024-12-10 15:56:59,300503
300503.SZ,昊志机电,20241104,请问贵公司有哪些产品间接提供华为？机器人产品未来是否会有合作？是否积极寻求头部企业合作？谢谢,尊敬的投资者，您好，公司目前和华为无直接合作关系。未来，公司将持续推进机器人相关产品的销售推广工作，谢谢关注。,2024-12-10 15:56:43,300503
300503.SZ,昊志机电,20241030,请问，瑞士infranor集团生产的产品有没有卖给特斯拉，是否应用于特斯拉人形机器人？,尊敬的投资者，您好，公司瑞士infranor集团目前没有与特斯拉的人形机器人开展合作，谢谢关注。,2024-12-10 15:55:18,300503
300503.SZ,昊志机电,20241030,请问公司的六维力传感器有无在客户中应用测试？技术水平处于行业中什么排名？,尊敬的投资者，您好，公司研发的力矩传感器主要用于机器人整机上，作用于末端，识别力和扭矩，目前公司产品已应用于按摩机器人，且已形成批量销售。公司开发的力矩传感器具有四大特点：（1）6通道模拟信号输入，低噪声仪表放大。（2）18或24位A/D转换，采样率高达1KHz。（3）通信协议：Ethercat、以太网、CAN、R485等多种选择。（4）温度自补偿，零漂蠕变小，结构解耦。谢谢关注。,2024-12-10 15:56:02,300503
300503.SZ,昊志机电,20241029,请问，公司和特斯拉人形机器人有没有直接或者间接的合作？,尊敬的投资者，您好，公司目前没有与特斯拉人形机器人开展合作，谢谢关注。,2024-12-10 15:53:40,300503
300503.SZ,昊志机电,20241029,董秘好，请问贵司利用瑞诺集团的技术优势，为特斯拉的人形机器人项目提供关键部件，如谐波减速器，请问目前订单量多吗？,尊敬的投资者，您好，公司以及瑞士infranor集团目前没有与特斯拉的人形机器人开展合作，谢谢关注。,2024-12-10 15:54:36,300503
300503.SZ,昊志机电,20241029,董秘好，请问贵司利用子公司瑞诺集团的技术优势，今年是否已为特斯拉的人形机器人项目提供关键部件，如谐波减速器是否已量产？,尊敬的投资者，您好，公司目前没有与特斯拉的人形机器人开展合作；公司谐波减速器已形成批量销售，谢谢关注。,2024-12-10 15:54:16,300503
300503.SZ,昊志机电,20241025,请问贵公司产品具体应用于光伏行业哪些方面,尊敬的投资者，您好，公司已自主研发了应用于光伏行业的主轴与转台产品，谢谢。,2024-12-10 15:53:18,300503
300503.SZ,昊志机电,20241025,请问贵公司产品有批量出货光伏行业吗,尊敬的投资者，您好，公司已自主研发了应用于光伏行业的主轴与转台产品，公司具体经营情况请关注公司在指定媒体披露的定期报告，谢谢。,2024-12-10 15:52:38,300503
300503.SZ,昊志机电,20241024,请问贵公司跟华为有合作吗？谢谢！,尊敬的投资者，您好，公司产品主要应用于数控机床、机器人、新能源汽车等领域，公司目前和华为无直接合作关系。感谢您的关注。,2024-12-10 15:52:16,300503
300503.SZ,昊志机电,20241023,公司产品是否有无人机方面的应用？,尊敬的投资者，您好，无人机上面的金属零部件加工可以使用公司相关产品进行加工。截止目前公司没有和相关无人机公司发生交易，谢谢关注。,2024-12-10 15:51:56,300503
300503.SZ,昊志机电,20241022,董秘你好，公司在低空经济有什么布局，公司产品有没有涉及低空经济,尊敬的投资者，您好，公司的主轴产品功能持续丰富，复合化、智能化水平不断提高，应用领域涵盖PCB加工，牙齿雕刻，玻璃磨削，木工雕刻，金属零件加工，精密和超精密模具加工，汽车零部件加工、航空航天零件加工，半导体超精密加工等领域，能够极大满足客户的各项应用需求，谢谢关注。,2024-12-10 15:51:33,300503
300503.SZ,昊志机电,20241021,请问，公司在人形机器人方面有什么业务进展？和优必选有没有合作进展？,尊敬的投资者，您好，公司产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，谢谢关注。,2024-12-10 15:50:56,300503
300503.SZ,昊志机电,20241018,请问贵公司半导体产品具体供用哪些厂家？谢谢,尊敬的投资者，您好，公司的划片机主轴、高精度磨外圆电主轴、气浮超精密晶圆研磨电主轴、晶圆精密倒角用电主轴、晶圆超精密检测空气静压转台以及伺服驱动器和直驱电机等产品，可为客户提供半导体等领域核心功能部件解决方案，公司上述产品已形成销售，公司具体经营情况请关注公司在指定媒体披露的定期报告。感谢您的关注。,2024-12-10 15:50:15,300503
300503.SZ,昊志机电,20241018,请问贵公司产品供应半导体大厂知名企业吗,尊敬的投资者，您好，公司具体经营情况请关注公司在指定媒体披露的定期报告，谢谢关注。,2024-12-10 15:50:36,300503
300503.SZ,昊志机电,20241011,请问贵公司产品已经适配机器人吗？是否出货？谢谢,尊敬的投资者，您好，公司目前在机器人领域的产品涵盖谐波减速器、无框力钜电机、驱动器、控制系统、六维度力钜传感器、刹车机构、编码器、电磁快换模块、关节模组、末端执行机构以及RV减速器等机器人领域核心部件，相关产品均已形成销售。公司谐波减速器、无框力矩电机和编码器等产品可应用于人形机器人。截至目前，公司上述产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，谢谢关注。,2024-10-17 18:09:07,300503
300503.SZ,昊志机电,20241011,请问贵公司产品已经适配机器人吗？是否出货？谢谢,尊敬的投资者，您好，公司目前在机器人领域的产品涵盖谐波减速器、无框力钜电机、驱动器、控制系统、六维度力钜传感器、刹车机构、编码器、电磁快换模块、关节模组、末端执行机构以及RV减速器等机器人领域核心部件，相关产品均已形成销售，谢谢。,2024-10-17 18:07:52,300503
300503.SZ,昊志机电,20241011,请问贵公司适配人形机器人了吗？,尊敬的投资者，您好，公司谐波减速器、无框力矩电机和编码器等产品可应用于人形机器人。截至目前，公司上述产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，谢谢关注。,2024-12-10 15:49:05,300503
300503.SZ,昊志机电,20241009,董秘您好！贵司六维力矩传感器指标惊艳，是否有向相关人形机器人公司销售或签署意向协议？如果没有，请问是贵司销售能力问题还是激励机制问题？盼复。谢谢！,尊敬的投资者，您好，公司六维力矩传感器目前主要应用于与客户共同开发的按摩机器人上，且已形成批量销售。未来，公司将持续关注机器人领域发展情况，加大研发力度和市场拓展力度，谢谢关注。,2024-10-17 18:07:24,300503
300503.SZ,昊志机电,20241009,请问公司有多少专利及专利应用于生产的情况？公司的行业地位？公司携产品参加第24届上海工博会的情况？公司下一步如何进行市值管理？,"尊敬的投资者,您好，公司秉承“立足自主技术创新、服务全球先进制造”的发展战略，紧抓我国高端装备制造业快速发展的契机，立足主轴行业，借助公司在研发、制造、客户、品牌等方面的积累，稳步向数控机床、机器人、新能源汽车等高端装备的核心功能部件领域横向扩张，已经发展成为一家专业从事中高端数控机床、机器人、新能源汽车核心功能部件等的研发设计、生产制造、销售与维修服务的国家高新技术企业。公司高度重视研发投入，截至2024年6月30日，公司及境内子公司合计拥有专利486项，其中发明专利190项，实用新型专利284项，外观设计专利12项。未来公司将充分利用自身的研发优势，加大研发力度，增强公司的技术储备和技术创新能力，不断提升公司产品的市场竞争力，谢谢关注。",2024-10-17 18:06:58,300503
300503.SZ,昊志机电,20241009,请问公司产品有没有积极送样到机器人本体公司试样？公司谐波减速器号称对标哈默，有送特斯拉人形机器人试样吗？公司有没有主动想办法送样这些机器人公司，而不是等别人找来？,尊敬的投资者，您好，公司目前在机器人领域的产品涵盖谐波减速器、无框力钜电机、驱动器、控制系统、六维度力钜传感器、刹车机构、编码器、电磁快换模块、关节模组、末端执行机构以及RV减速器等机器人领域核心部件。公司谐波减速器、无框力矩电机和编码器等产品可应用于人形机器人。截至目前，公司上述产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，并持续做好客户测试或对接测试需求，谢谢关注。,2024-10-17 18:06:27,300503
300503.SZ,昊志机电,20241009,董秘你好：公司产品荣登cctv--2新闻了吗。能不能给介绍一下具体内容。,尊敬的投资者，您好，公司荣登CCTV2的《中国式现代化之路》第三集“以工立国”的纪录片中，片中讲述了公司主轴产品可实现“国产替代”，感谢您对公司的关注与支持。,2024-10-17 18:06:05,300503
300503.SZ,昊志机电,20241008,"作为贵公司的长期投资者，,贵公司作为拥有人形机器人核心部件全产业链的龙头企业，就人形机器人标准化技术委员会提出筹建方案，贵公司是如何看待人形机器人领域？是否加快技术转化，为国家做贡献",尊敬的投资者，您好，公司密切关注人形机器人行业发展趋势，坚持以市场需求为导向，积极把握市场机会，满足下游应用领域需求，感谢关注。,2024-10-17 18:05:44,300503
300503.SZ,昊志机电,20241008,董秘你好：同花顺为什么不给公司添加成人形机器人概念，是公司没有应用于人形机器人的相关产品吗。还是公司有相关产品，被同花顺工作人员忽视啦。,尊敬的投资者，您好，公司谐波减速器、无框力矩电机和编码器等产品可应用于人形机器人。截至目前，公司上述产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，谢谢关注。,2024-10-17 18:05:10,300503
300503.SZ,昊志机电,20240930,董秘你好：许多机器人零部件生产上市公司，都添加了人形机器人概念，唯独贵公司一直没有添加人形机器人概念，公司参加近日举办的24届中国国际工业博览会，上明确有人形机器人的相关产品，为什么投资者问你你总是回答有机器人相关零部件产品，而回避回答有用于人形机器人的相关零部件产品呢，你们公司究竟有没有人形机器人相关零部件。请如实回答以解投资者心中困惑。祝董秘国庆节快乐。,尊敬的投资者，您好，公司目前在机器人领域的产品涵盖谐波减速器、无框力钜电机、驱动器、控制系统、六维度力钜传感器、刹车机构、编码器、电磁快换模块、关节模组、末端执行机构以及RV减速器等机器人领域核心部件。公司谐波减速器、无框力矩电机和编码器等产品可应用于人形机器人。截至目前，公司上述产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，谢谢关注。,2024-10-17 18:03:31,300503
300503.SZ,昊志机电,20240927,董秘你好：国庆节快乐。公司参加24届中国国际工业博览会，取得了那些成果，展出了那些前沿高科技新产品。有人形机器人的零部件吗。谢谢,尊敬的投资者，您好，公司目前在机器人领域的产品涵盖谐波减速器、无框力钜电机、驱动器、控制系统、六维度力钜传感器、刹车机构、编码器、电磁快换模块、关节模组、末端执行机构以及RV减速器等机器人领域核心部件。公司谐波减速器、无框力矩电机和编码器等产品可应用于人形机器人。截至目前，公司上述产品尚未应用于在人型机器人领域，也没有签署相关协议。公司将持续关注机器人领域发展情况，谢谢关注。,2024-10-17 18:13:24,300503
300503.SZ,昊志机电,20240927,今年二季度应收账款比往年出现较大幅度增长，是因为今年国家出台设备更新政策，导致公司订单量增加吗？ 什么时候出三季度业绩预告,"尊敬的投资者，您好，受益于大规模设备更新及国产化等政策的支持，高端数控机床国产化的需求较高，相应配套的加工中心的电主轴和五轴转台的需求也相应增加；以及消费电子领域原保有的设备不能满足现有的加工需求，设备周期性的汰换需求增加；再加机器人行业正处于快速发展阶段，公司2024年1-6月实现营业收入61,570.52万元，同比增长31.54%；实现归属于上市公司股东的净利润为5,491.79万元，同比增长470.14%。公司将积极把握市场发展机遇，不断提升公司的市场份额，增强公司的盈利能力。公司2024年第三季度报告预计于2024年10月29日披露，谢谢。",2024-10-17 18:01:01,300503
300503.SZ,昊志机电,20240925,董秘你好：公司参加的24届中国科技工业博览会都展出了那些高科技产品，以及今年公司新的专利技术。谢谢,尊敬的投资者，您好，公司在2024中国国际工业博览会（上海工博会）期间，展示了机器人核心功能部件一体化解决方案（包括谐波减速器、无框力矩电机、编码器、刹车结构、低压驱动器、六维度力矩传感器、机器人末端执行机构等部件）和数控机床自动化综合综合解决方案（包括机器人系统、电主轴、转台、伺服驱动、变频器、直线电机和控制系统等部件）等相关产品，并在现场设置了“按摩机器人”体验项目。公司在本次展会上充分展示了公司的产品和技术实力，对公司业务市场的推广起到积极作用，谢谢关注。,2024-10-17 17:59:49,300503
300503.SZ,昊志机电,20240925,近期受旧事件二级市场影响较大，公司能否尽快预计一下三季报净利润，给广大投资者一点信心？谢谢,尊敬的投资者，您好，公司2024年第三季度报告预计于2024年10月29日披露，谢谢。,2024-10-17 17:59:15,300503
300503.SZ,昊志机电,20240924,董秘你好：刚才看到有新闻是经济信息的记者要采访公司董事长多少人，我认为这是一件好事，正好借新闻媒体的嘴，高调宣传公司树立良好的形象，就是简单的说几句心得，做人做事要实实在在不能急功近利，吸取教训，不断创新研发高科技产品，把公司产品业绩搞上去，盈利增加股价就会自然涨上去回报投资者，这样才能达到多赢。等等定会挽回名誉和损失。,尊敬的投资者您好，感谢您对公司的关注和建议。,2024-10-17 17:58:44,300503
300503.SZ,昊志机电,20240919,董秘您好！今年贵公司业绩大幅增长，第三季度会发业绩预报吗,尊敬的投资者，您好，公司2024年第三季度报告预计于2024年10月29日披露，谢谢。,2024-10-17 17:58:08,300503
300503.SZ,昊志机电,20240915,公司专利是否形成产品？9月19日至20日公司参加机器人大会携多少款产品参会？,尊敬的投资者，您好，公司相关参展信息具体可关注公司微信公众号及官网，感谢您的关注与支持。,2024-10-17 17:57:19,300503
300503.SZ,昊志机电,20240905,董秘您好！贵公司今年中期业绩大幅增长没有发布公告 ，第三季度业绩大幅增长会发布业绩预告吗,尊敬的投资者，您好，感谢您的关注。公司2024年第三季度报告预计于2024年10月29日披露，公司将会按照相关法律法规的规定及时履行相关信息披露义务，谢谢。,2024-10-17 17:56:22,300503
300503.SZ,昊志机电,20240828,公司与哪些国内外人形机器人企业在合作测试中？董秘能否详细说一下？,尊敬的投资者，您好，公司密切关注人形机器人行业发展趋势，坚持以市场需求为导向，积极把握市场机会，满足下游应用领域需求，感谢您对公司的关注与支持。,2024-09-03 17:41:29,300503
300503.SZ,昊志机电,20240828,网传公司与华为、小米有合作？有产品供应给华为、小米是否真实？请问董秘能否说明？,尊敬的投资者，您好，公司信息请以公司在指定信息披露媒体发布的公告为准，感谢关注。,2024-09-03 17:41:11,300503
300503.SZ,昊志机电,20240828,请问公司与鸿准精密的合作的同时，是否参与到苹果桌面机器人研发？,尊敬的投资者，您好，鸿准精密模具（昆山）有限公司是公司客户之一，与公司交易金额较少；公司目前未参与苹果桌面机器人研发，谢谢关注。,2024-09-03 17:39:33,300503
300503.SZ,昊志机电,20240828,请问名为“Domoo”的AI智能按摩机器人在实际应用中的数量是多少？请问这些机器人是否有数据反馈？,尊敬的投资者，您好，公司自主研发的机器人核心功能部件包括机器人关节模组、控制器、六维度力矩传感器、电动快换模块等可应于按摩机器人，目前上述按摩机器人已成功应用于美业大型连锁机构奈瑞儿的各大直营店，并受到用户的高度赞美，谢谢。,2024-09-03 17:39:16,300503
300503.SZ,昊志机电,20240828,公司的产品是否有能应用到光伏和航天生产领域？,尊敬的投资者，您好，公司已自主研发了应用于光伏、航天零件加工的主轴与转台产品，谢谢关注。,2024-09-03 17:38:58,300503
300503.SZ,昊志机电,20240826,2024年公司预计能否到12亿？归属利润能否到1.2亿？公可股权激励效果能否超预期？,"尊敬的投资者，您好，公司2024年1-6月实现营业收入61,570.52万元，同比增长31.54%；实现归属于上市公司股东的净利润为5,491.79万元，同比增长470.14%。
公司2024年度股权激励计划中激励指标是基于对公司未来发展前景的信心和内在价值的认可，本着激励与约束对等原则而设定的，公司也将上下同欲、齐心协力，努力实现激励目标，谢谢关注。",2024-09-03 17:38:32,300503
300503.SZ,昊志机电,20240826,董秘您好，公司谐波减速器、驱动器、无框力矩电机、编码器、力矩传感器等产品既没有应用于在人型机器人领域，也没有签署相关协议，是如何得出可应用在人型机器人领域这个结论的？,尊敬的投资者，您好，公司密切关注人形机器人行业发展趋势，坚持以市场需求为导向，积极把握市场机会，满足下游应用领域需求，感谢关注。,2024-09-03 17:38:00,300503
300503.SZ,昊志机电,20240825,董秘您好！昊志机电是不是鸿准公司电主轴的主要供应商？请正面回复。谢谢！,尊敬的投资者，您好，鸿准精密模具（昆山）有限公司是公司客户之一，与公司交易金额较少，谢谢关注。,2024-09-03 17:37:00,300503
300503.SZ,昊志机电,20240821,请问公司产品能否应用于人形机器人，目前有没有相关订单？,尊敬的投资者，您好，公司谐波减速器、驱动器、无框力矩电机、编码器、力矩传感器等产品可应用于人形机器人，截至目前，公司上述产品尚未应用于在人型机器人领域，也没有签署相关协议/订单。公司将持续关注机器人领域发展情况，谢谢关注。,2024-09-03 17:36:33,300503
300503.SZ,昊志机电,20240821,董秘您好，公司产品能否用于人形机器，公司对机器人有那些合作及布局，谢谢,尊敬的投资者，您好，公司谐波减速器、驱动器、无框力矩电机、编码器、力矩传感器等产品可应用于人形机器人，谢谢关注。,2024-09-03 17:36:10,300503
300503.SZ,昊志机电,20240821,公司有无间接给苹果机器人供货？,尊敬的投资者，您好！ 公司一直致力于与消费电子行业的客户保持密切合作，具体的客户和业务情况，请以公司公开披露的相关信息为准，感谢您的关注。,2024-09-03 17:35:49,300503
300503.SZ,昊志机电,20240819,公司的无框电机和谐波减速器都非常好，公司有打算带最好的东西去参加21号的北京国际机器人会展吗？,尊敬的投资者，您好，公司本次未有参展，公司团队有在现场参会学习和交流。另外公司将于2024年9月24日-9月28日期间在上海举行的第24届中国国际工业博览会，欢迎各位到展会进行交流，感谢您的关注与支持。,2024-09-03 17:35:25,300503
300503.SZ,昊志机电,20240817,请问公司的谐波减速器对比同类的产品有什么优势呢？,尊敬的投资者，您好，经过多年的研究和积累，公司已经拥有完整的、完全自主的谐波减速器的设计、制造和测试技术，可独立减速器产品的研发、制造和销售。目前我司已经先后攻克了齿形设计、凸轮廓设计、齿轮表面处理等关键技术，并形成了14至50型号的减速器，速比涵盖30-160。公司的产品性能方面：精度高出行业标准20%以上，刚性高出行业标准10%以上。同时，公司通过不断研究在双波减速器的基础上，我司自主研发出性能显著提升的三波谐波减速器。相较于双波减速器，其振动降低了50%，传动精度提升了20%。目前公司谐波减速器已形成批量销售，谢谢关注。,2024-09-03 17:35:07,300503
300503.SZ,昊志机电,20240816,公司生产的电机能用于低空飞行器嘛？,尊敬的投资者，您好，公司暂无产品应用于低空飞行器，谢谢关注。,2024-09-03 17:34:07,300503
300503.SZ,昊志机电,20240816,公司有没有计划生产空心杯电机和配套的驱动呢？,尊敬的投资者，您好，公司暂无该计划，谢谢关注。,2024-09-03 17:33:50,300503
300503.SZ,昊志机电,20240816,请问一下公司玻璃雕铣机主轴在国内处于什么水平？具备加工AI眼镜VR.AR眼镜片的能力吗？能够满足高精度加工的需求吗？,尊敬的投资者，您好，公司雕铣机电主轴应用领域广，涵盖3C电子产品的玻璃加工、石墨加工，显示外壳，注塑模具；医疗/牙科的设备仪器、植入，义齿加工；航天航空的钛铝合金加工；新能源的钛/铬/铁镍合金材料研究；珠宝类手表项链玻璃深加工等。同时，公司雕铣机电主轴具有高精度的特点，主轴热伸长0.03mm以内，热伸长波动≤0.002mm;主轴轴芯端面及锥孔跳动＜0.001mm，全转速段主轴振动＜0.8mm/s（定制可达0.5mm/s），加工要件表面粗糙度可达Ra0.05，能够满足高精度加工的需求，谢谢关注。,2024-09-03 17:33:33,300503
300503.SZ,昊志机电,20240815,AI眼镜可能迎来巨大的增量市场，请问贵公司有无布局相关业务,尊敬的投资者，您好，公司会持续关注相关领域的发展趋势和市场机会。感谢您的关注，谢谢。,2024-09-03 17:33:08,300503
300503.SZ,昊志机电,20240815,请问贵公司是否有产品用于智能眼镜,尊敬的投资者，您好，公司主轴、转台、直线电机等产品可应用于消费电子行业，公司下游客户可根据自身需求确定具体使用场景，感谢您的关注。,2024-09-03 17:32:49,300503
300503.SZ,昊志机电,20240813,您好！公司展厅的产品据说相关配件即可以组装一台机器人，请问公司的力矩传感器、无框电机等这些人形机器人相关产配件是否有送样机器人公司呢？,尊敬的投资者，您好，公司目前在机器人领域的产品涵盖谐波减速器、无框力钜电机、驱动器、控制系统、六维度力钜传感器、刹车机构、编码器、电磁快换模块、关节模组、末端执行机构以及RV减速器等机器人领域核心部件。公司将持续做好客户测试或对接测试需求，谢谢关注。,2024-09-03 17:32:06,300503
300503.SZ,昊志机电,20240808,请问贵公司有无自研智能机器人计划,尊敬的投资者，您好，公司与客户共同开发的按摩机器人，已成功应用于美业专业连锁机构，谢谢关注。,2024-09-03 17:31:34,300503
300503.SZ,昊志机电,20240808,请问贵公司有没有面向C端的产品,尊敬的投资者，您好，公司目前的产品和服务主要面向B端，感谢您的关注。,2024-09-03 17:31:06,300503
300503.SZ,昊志机电,20240805,请问贵公司；1、谐波减速器产品在国内与头部厂家（绿的谐波）及日本的同类产品之间有什么差异？差异多少？2、RV减速器产品升及后是否与国内、国际之间有什差异、自身的优势？3、六维度力矩传感器产品（用在自身按摩机器人中之外）与囯内头部厂家产品、及国外有什么差异？4、收购瑞士公司后在伺服产品与国际大厂有差距吗？在国内处于什水平！谢谢！一投资者！,尊敬的投资者，您好，（1）公司谐波减速器具有高精度、使用寿命长、体积小、重量轻、传动平稳、承载力大、扭动刚性大、振动小、耐冲击等特点，产品的精度及寿命能够与世界一流品牌竞争；（2）公司正在研发的RV减速器，是一款主轴承内置型摆线针轮减速器，具有运转稳定，传动精度高，传动效率高等特点；（3）公司开发的六维度力钜传感器具有以下特点：①世界级的力控精度≤0.1Nm；②温度自补偿，蠕变小；③18或24位A/D转换，采样率高达1KHz；④通信协议：Ethercat、以太网、CAN、R485等多种选择；⑤卡尔曼和巴特沃双重滤波算法，力/力矩输出更平顺；⑥6通道模拟信号输入，低噪声仪表放大；（4）公司瑞士公司的伺服电机具有高可靠性、坚固性、热效率和高防水性的特点，同时，其模块化结构、超低维护，优良的转矩与合适的惯量比，使系列电机具有极高的加速能力；（5）公司瑞士公司的伺服驱动具有：①XtrapulsPac 可以轻松配置为各种模式的独立控制器；②可作为现场总线从站，构建完全基于驱动的分布式运动控制系统；③支持多编码器反馈接口（旋转变压器，增量式编码器sin/cos编码器，Endat，Hiperface等）。④具有灵活性，紧凑体积（150*140*70），无风扇设计。谢谢关注。,2024-09-03 17:27:12,300503
300503.SZ,昊志机电,20240801,董秘你好，公司在上半年取得超预期的成绩可喜可贺。鉴于现在上市公司的监管越来越严厉，想问一下公司实际控制人和高管的立案调查都几年了，什么时候出结果啊？对公司的正常运转有没有影响？谢谢。,尊敬的投资者，您好，公司尚未收到有关机关针对上述调查事项的结论性意见，公司将持续关注上述事项的进展情况，并严格按照有关法律、法规的规定和要求，及时履行信息披露义务。目前公司经营情况正常，谢谢关注。,,300503
300503.SZ,昊志机电,20240801,作为众多中小股东之一，请问一下贵公司主要产品有那些，分别行业占比是多少？感谢回复！,尊敬的投资者，您好，公司2024年度1-6月，主轴业务、转台等功能部件相关业务（含转台、直线电机、减速器、导轨等）、运动控制产品（伺服驱动、伺服电机、运动控制器）、维修及零配件业务收入和其他业务收入占营业收入的比重分别为49.14%、14.51%、26.78%、8.84%和0.72%，谢谢关注。,2024-09-03 17:26:43,300503
